index,product_brand,product_title,current_price,min_quantity,regular_price,sale_price,was_price,non_members_price,product_image
272,Post,With Almonds Cereal,5.49,1,5.49,,,,https://digital.loblaws.ca/PCX/21427197_EA/en/1/21427197_en_front_400.png
273,Kelloggs,Poptarts Pop Tarts Frosted Strawberry,3.0,3,,3.0,,3.75,https://digital.loblaws.ca/PCX/21290111_EA/en/1/6410013092_enfr_front_centre_marketing_GS1_Ecommerce_400.png
274,Kelloggs,Froot Loops Cereal Family Size,6.0,1,,6.0,7.99,,https://digital.loblaws.ca/PCX/21651640_EA/en/1/5972410164_en_front_centre_marketing_A_1_GS1_Ecommerce_v1_400.png
275,Kelloggs,Vector Meal Replacement Family Size,6.0,1,,6.0,7.99,,https://digital.loblaws.ca/PCX/21504064_EA/en/1/6410014665_en_front_centre_marketing_GS1_Ecommerce_400.png
276,Kelloggs,Frosted Flakes Cereal Family Size,6.0,1,,6.0,7.99,,https://digital.loblaws.ca/PCX/21651947_EA/en/1/5972410172_en_front_centre_marketing_A_1_GS1_Ecommerce_v1_400.png
277,Post,Honey Bunches Of Oat Honey Roasted Cereal,5.49,1,5.49,,,,https://digital.loblaws.ca/PCX/21427173_EA/en/1/62815438071_en_front_centre_marketing_A_1_GS1_Ecommerce_v1_400.png
278,Weetabix,Whole Grain Cereal    ,5.49,1,5.49,,,,https://digital.loblaws.ca/PCX/20184626_EA/en/1/20184626_en_front_400.png
279,Quaker,Regular Instant Oatmeal,3.5,1,,3.5,4.0,,https://digital.loblaws.ca/PCX/21190265_EA/en/1/21190265_en_front_400.png
280,President's Choice,Original Extra-Fluffy Pancake And Waffle Mix,3.75,1,3.75,,,,https://digital.loblaws.ca/PCX/20318589_EA/en/1/6038305898_enfr_front_centre_marketing_GS1_Ecommerce_400.png
281,Post,Sugar Crisp Cereal    ,5.49,1,5.49,,,,https://digital.loblaws.ca/PCX/20071915001_EA/en/1/62815413800_enfr_front_centre_marketing_GS1_Ecommerce_400.png
282,Kelloggs,Krave Cereal Family Size,6.0,1,,6.0,7.99,,https://digital.loblaws.ca/PCX/21653742_EA/en/1/5972410156_en_front_centre_marketing_A_1_GS1_Ecommerce_v2_400.png
283,General Mills,"Reese's Puffs Breakfast Cereal, Peanut Butter Chocolate, Whole Grains",3.0,1,,3.0,4.5,,https://digital.loblaws.ca/PCX/21104053_EA/en/1/21104053_en_front_v2_400.png
284,General Mills,"Rice Chex, Gluten Free",5.99,1,5.99,,,,https://digital.loblaws.ca/PCX/21535225_EA/en/1/6563319797_enfr_front_centre_marketing_A_1_GS1_Ecommerce_v1_400.png
285,Quaker,One Minute Oats,5.79,1,5.79,,,,https://digital.loblaws.ca/PCX/20323113003_EA/en/1/20323113003_en_front_v1_400.png
286,Kelloggs,All Bran All-Bran Buds Cereal,6.0,1,,6.0,7.99,,https://digital.loblaws.ca/PCX/20016844_EA/en/1/20016844_en_front_400.png
287,Kelloggs,Corn Pops Cereal,4.0,1,4.0,,,,https://digital.loblaws.ca/PCX/21652133_EA/en/1/5972410190_en_front_centre_marketing_1_GS1_Ecommerce_400.png
